"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Nayler et al. 2021","nayler_1","GSE150153","GSM4524699","cerebellum","directed cerebellum","Authors developed the protocol","Condition","day_21","No Matrigel","AH017-3","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/nayler_2021_GSM4524697_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/nayler_2021_GSM4524697_seurat_processed.Rdata",1323,1192,4.42274825326247,3.60342851460715,3546.98070469799,3392.5,15098.3406040268,13011,0.999130021272222,0.739087241982072,0.864718665652483,0.826586250412423,0.699230573024371,0.778411200799136,0.510604840028688,0.658944404623537,0.853219353864734,0.827549737373737,0.766327020376291,0.964797236968491,0.877748577708818,0.606664430823452,0,0,997.144736842105,196,0,0,407.171717171717,210,0,0.0253164556962025,166.303797468354,70,0,0.0108695652173913,429.097826086957,68,0,0.036144578313253,248.78313253012,76,0,0.0266666666666667,574.253333333333,145,0,0.101010101010101,1769,22,"Treated",0.659830849691883
"","Parisian et al. 2020","parisian_1","GSE157525","GSM4769380","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","Normal","iPS12","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769380_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769380_seurat_processed.Rdata",6237,6235,3.29299494035783,3.00519279637609,2664.29478748998,2605,7815.51130713713,7366,0.999816522809417,0.805594087483656,0.887898858025241,0.91295579251314,0.770429254356107,0.758949683406641,0.530696983855667,0.71675957213782,0.885537439613527,0.713081535353535,0.785068495024365,0.747217821631685,0.866754590121541,0.598738709849821,0.0131578947368421,0.0266666666666667,6095.98666666667,1025,0,0,2538.29292929293,1467,0,0,777.79746835443,227,0.0108695652173913,0,2488.95604395604,284,0.0240963855421687,0.037037037037037,826.37037037037,171,0.0266666666666667,0.0410958904109589,1150.27397260274,165,0,0.252525252525253,1144.22222222222,17,"Normal",0.712564004933425
"","Parisian et al. 2020","parisian_2","GSE157525","GSM4769381","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","Normal","iPS12","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769381_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769381_seurat_processed.Rdata",5587,5578,2.72886100167714,2.59128386336867,2414.05324489064,2349,6583.33542488347,6120,0.999835026762379,0.815159312323371,0.897276680208908,0.910669159414686,0.770088406213185,0.825717627724878,0.554013209576552,0.75997483797681,0.868538916925466,0.783483797979798,0.776130009363121,0.758936876164195,0.874826415826222,0.642049591590876,0.0131578947368421,0.0266666666666667,4307.04,719,0,0,1993.0303030303,1162,0,0,712.73417721519,203,0.0108695652173913,0,2103.04395604396,249,0.0240963855421687,0.0246913580246914,608.555555555556,113,0.0266666666666667,0.0136986301369863,859.164383561644,179,0,0.272727272727273,831.686868686869,16,"Normal",0.714215525275048
"","Parisian et al. 2020","parisian_3","GSE157525","GSM4769382","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","Normal","iPS12","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769382_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769382_seurat_processed.Rdata",6048,5973,3.17588061227842,3.018590097552,2709.52871253976,2571,8188.97723087226,7305,0.999784494859172,0.795703887163178,0.900371383471003,0.896624387670827,0.759203773380535,0.824484637569079,0.540503761575346,0.72293690272381,0.868559135610766,0.809795878787879,0.788634998675734,0.722450954866857,0.840013576415826,0.610488409163231,0.0131578947368421,0.0266666666666667,5694.49333333333,999,0,0,2516.58585858586,1386,0,0.0126582278481013,878.303797468354,260,0.0108695652173913,0.010989010989011,2706.53846153846,329,0.0240963855421687,0.0493827160493827,749.37037037037,150,0.0266666666666667,0.0273972602739726,1127.35616438356,219,0,0.242424242424242,1211.71717171717,29,"Normal",0.716162644131879
"","Parisian et al. 2020","parisian_4","GSE157525","GSM4769383","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","SMARCB1 knockdown","CRISPRi Gen1C","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769383_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769383_seurat_processed.Rdata",5968,5855,2.01335173763096,1.89450222882615,3050.51067463706,2902,10135.5139197267,8841,0.999620449260355,0.799352098681437,0.848651330099137,0.89507817113484,0.714596633913488,0.720701113313033,0.512679357741951,0.685621119332781,0.887084034247757,0.716644202020202,0.792669658389071,0.705301645158934,0.796376389966382,0.543398893551799,0.0131578947368421,0.0133333333333333,6798.56,1142,0,0,3238.35353535354,1808,0,0,1718.07594936709,288,0.0108695652173913,0,1599.54945054945,270,0.0240963855421687,0.0123456790123457,805.111111111111,189,0.0266666666666667,0,1748.38356164384,415,0,0.212121212121212,1992.9595959596,42,"Treated",0.707454163721626
"","Parisian et al. 2020","parisian_5","GSE157525","GSM4769384","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","SMARCB1 knockdown","CRISPRi Gen1C","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769384_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769384_seurat_processed.Rdata",7531,7409,2.14552228513369,2.03467372983386,3043.86678364152,2827,10046.7146713457,8518,0.999716288995616,0.803635760702042,0.817059345037154,0.89159044293649,0.748247890299659,0.711927143248425,0.484825611228531,0.733498724832737,0.895881588595583,0.725327838383838,0.790112208241785,0.717141807865559,0.804602404965089,0.626442572416069,0.0131578947368421,0.0133333333333333,8322.86666666667,1350,0,0,4695.76767676768,2664,0,0.0126582278481013,2152.93670886076,402,0.0108695652173913,0,2099.17582417582,294,0.0240963855421687,0.0246913580246914,1071.25925925926,202,0.0266666666666667,0.0136986301369863,2405.76712328767,499,0,0.191919191919192,2689.16161616162,44,"Treated",0.706522609858491
"","Parisian et al. 2020","parisian_6","GSE157525","GSM4769385","cerebral","undirected","Lancaster and Knoblich 2014","Condition","day_20","SMARCB1 knockdown","CRISPRi Gen1C","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769385_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/parisian_2020_GSM4769385_seurat_processed.Rdata",6294,6194,2.36544355122131,2.31526290158899,3015.86519212141,2837,10360.3543752018,8933,0.999721952474623,0.79170989781765,0.780593870121677,0.867511432246079,0.720708781280082,0.663789775565115,0.517906138576543,0.70992414865594,0.86597950094893,0.548861090909091,0.762189154944113,0.693424218398734,0.773691492112749,0.631172655637487,0.0131578947368421,0.0133333333333333,7140.66666666667,1173,0,0,4115.54545454545,2253,0,0,1514.55696202532,314,0.0108695652173913,0,1339.18681318681,253,0.0240963855421687,0.0246913580246914,868.765432098765,218,0.0266666666666667,0.0136986301369863,1965.09589041096,433,0,0.161616161616162,2315.76767676768,73,"Treated",0.693124686086074
"","Pellegrini et al. 2020","pellegrini_1","GSE150903","GSM4560460","cerebral","undirected","Lancaster and Knoblich 2014","Cell line/Age","day_55","Normal","H9","scRNA-seq 10X","Seurat SCTransform","Seurat SCTransform","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560460_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560460_seurat_processed.Rdata",10233,8635,-18.9408827571235,-0.529726958117895,322.801505500869,294,236.653746484436,200.968733022356,0.849946685180384,0.612214526033831,0.643288799540056,0.687985817920466,0.596348155442593,0.624876085520486,0.525502157736679,0.715190089444346,0.831083398033126,0.679854545454545,0.737897264302385,0.856630721564463,0.697582751486941,0.583889229658852,0.526315789473684,0,4.77708386180187,769.006871327501,0.292929292929293,0,-259.184457203948,-186.108901924031,0.443037974683544,0,1165.70462875896,816.03261335425,0.260869565217391,0,4003.74884355103,2742.0648463971,0.481927710843373,0,1105.53647522292,727.459543650666,0.56,0,988.029390725356,-363.740266332896,0.757575757575758,0,-2216.56188210999,-944.481842127584,"Normal",0.520368677326956
"","Pellegrini et al. 2020","pellegrini_2","GSE150903","GSM4560461","Choroid Plexus","directed choroid plexus","Modified from Lancaster and Knoblich 2014 ","Cell line/Age","day_27","Normal","H1","scRNA-seq 10X","Seurat SCTransform","Seurat SCTransform","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560461_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560461_seurat_processed.Rdata",5365,4762,-1.62547142950131,2.12356467996177,349.102897942041,336,-165.873097392458,-235.222398908141,0.849090181626795,0.600753901510679,0.569855993904719,0.722320278366786,0.594320187609154,0.588641500314177,0.505501044570115,0.711425965746834,0.825655624568668,0.678145292929293,0.737029030649612,0.848612085615144,0.70377812257564,0.577333698128805,0.526315789473684,0,625.348098575035,-421.711462535668,0.292929292929293,0,742.878846191364,665.163605949669,0.443037974683544,0,-957.574160510604,-739.246641549413,0.260869565217391,0,-875.755574514271,-923.741623380851,0.481927710843373,0,31.3999210504944,-448.358621802028,0.56,0,-448.984825606906,-410.313186264796,0.757575757575758,0,-152.116262086576,-758.228707774585,"Normal",0.515827597479395
"","Pellegrini et al. 2020","pellegrini_3","GSE150903","GSM4560462","Choroid Plexus","directed choroid plexus","Modified from Lancaster and Knoblich 2014 ","Cell line/Age","day_46","Normal","H1","scRNA-seq 10X","Seurat SCTransform","Seurat SCTransform","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560462_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560462_seurat_processed.Rdata",8477,7378,-9.13991442406252,-0.737287720142567,333.525752236378,311,41.1315890840862,-69.9249267789258,0.851267349897057,0.605398086551222,0.585376191517995,0.774583926135922,0.619375758143988,0.59725374192405,0.515409984615843,0.713493658894703,0.826274585921325,0.669052767676768,0.734505464307608,0.857186250152611,0.703742565296095,0.576493785973908,0.526315789473684,0,132.791490767879,-322.802105325525,0.292929292929293,0,71.6587791656387,45.6683588196283,0.443037974683544,0,498.841604741992,112.183814189339,0.260869565217391,0,-39.9451244346511,-246.587186226905,0.481927710843373,0,-160.433754709636,-234.068234616063,0.56,0,105.947552563294,379.65076152985,0.757575757575758,0,832.802524761671,548.217873493991,"Normal",0.519010862735291
"","Pellegrini et al. 2020","pellegrini_4","GSE150903","GSM4560463","Choroid Plexus","directed choroid plexus","Modified from Lancaster and Knoblich 2014 ","Cell line/Age","day_53","Normal","H1","scRNA-seq 10X","Seurat SCTransform","Seurat SCTransform","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560463_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/pellegrini_2020_GSM4560463_seurat_processed.Rdata",8389,7246,-17.6636309764158,-1.22511590392967,319.245928788297,310,-100.042020105405,-189.452688528184,0.851285951496208,0.619106588164321,0.583777643090277,0.748431192168912,0.615543676955393,0.584282984516732,0.512699472857045,0.711710400801927,0.834977786404417,0.67510496969697,0.732504765492981,0.840639539416298,0.697401732609258,0.573212587993424,0.526315789473684,0,74.6748657806891,-691.451644243941,0.292929292929293,0,178.593465918577,125.130646311405,0.443037974683544,0,-256.037468030707,-465.813664128093,0.260869565217391,0,-2287.64931341072,-1532.46455675011,0.481927710843373,0,-477.385629617007,-825.306963318001,0.56,0,45.8812371102107,172.11181648164,0.757575757575758,0,2130.85269065556,646.258601351924,"Normal",0.518085457907455
"","Popova et al. 2021","popova_1","GSE180945","GSM5478754","iPSC-microglia","iPSC-microglia","Paşca et al. 2015","Author defined batch","day_8","Normal","iCell Microglia: 01279","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478754_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478754_seurat_processed.Rdata",2659,2659,5.91316781122637,5.44300059066745,2213.99473486273,2193,8065.56562617525,7366,0.992179882834337,0.525456687984993,0.503820076012933,0.491169167820749,0.498523078732835,0.50812631511109,0.697309774237127,0.628965249221995,0.638723904416839,0.497124525252525,0.625205012564985,0.889158562960806,0.514129816395138,0.835282586556797,0,0.276315789473684,712.907894736842,2.5,0,0,375.575757575758,187,0,0.443037974683544,166.544303797468,1,0,0.521739130434783,63.75,0,0,0.481927710843373,90.0963855421687,1,0,0.333333333333333,2917.90666666667,4,0,0.0101010101010101,19114.8282828283,4954,"Normal",0.592696762358022
"","Popova et al. 2021","popova_2","GSE180945","GSM5478755","cerebral","directed cortical","Paşca et al. 2015","Author defined batch","wk10","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478755_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478755_seurat_processed.Rdata",4560,4513,5.32009627641117,5.14745891827185,3489.24085973853,3484,10630.665854199,10214,0.999346063467094,0.865660189998844,0.955460186063787,0.932862479956793,0.853576168466218,0.869422817278103,0.501160964373299,0.861605878404313,0.866652648378192,0.84433195959596,0.768418801346399,0.924336319851101,0.940185544349625,0.48473080888983,0,0,3495.89473684211,985.5,0,0,2077.47474747475,1062,0,0,889.101265822785,202,0,0.0108695652173913,4676.03260869565,1598.5,0,0,807.084337349398,281,0,0.0133333333333333,1555.32,417,0,0.0404040404040404,869.787878787879,21,"Normal",0.737149057481828
"","Popova et al. 2021","popova_3","GSE180945","GSM5478756","cerebral","directed cortical","Paşca et al. 2015","Author defined batch","wk10","Normal","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478756_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/popova_2021_GSM5478756_seurat_processed.Rdata",947,947,2.00571027323781,2.01819878674755,2749.29567053854,2577,8540.07602956705,7414,0.999258035427014,0.774673602005836,0.905866834905912,0.841771330910986,0.628734552497777,0.779135385953889,0.53719975627511,0.47885150514049,0.885572754917184,0.864347151515152,0.796187978647607,0.947510638642137,0.948171709335402,0.577619062328542,0,0.0131578947368421,1006.96052631579,184.5,0,0,713.545454545455,348,0,0.0253164556962025,258.316455696203,50,0,0.0217391304347826,359.771739130435,74.5,0,0.120481927710843,72.0843373493976,12,0,0.04,196.333333333333,49,0,0.272727272727273,262.40404040404,5,"Normal",0.652417932304571
"","Qian et al. 2020","qian_1","GSE137941","GSE137941","forebrain ","directed dorsal forebrain","Qian et al. 2016","No batch annotations","day_150","Normal","No cell-line annotations","snRNA-seq SPLiT-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/qian_2020_GSE137941_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/qian_2020_GSE137941_seurat_processed.Rdata",25000,9213,0.484626515376689,0.109649122807018,1153.62455226311,948,1964.46792575708,1329,0.937439184732432,0.653438566693852,0.826032744326377,0.773622955487793,0.667844212657096,0.736312597676704,0.450501803769241,0.51623794818731,0.80558952294686,0.813369535353535,0.55325632694577,0.970064952226012,0.871340832686837,0.434084547234394,0.0131578947368421,0.0133333333333333,2012.18666666667,815,0.0505050505050505,0,152.234042553192,84.5,0.0886075949367089,0,535.069444444444,86,0.0326086956521739,0.0112359550561798,1496.3595505618,567,0.036144578313253,0.025,1079.8375,167.5,0.0533333333333333,0,1022.30985915493,288,0.141414141414141,0.0470588235294118,1470.2,55,"Normal",0.631756497595049
"","Quadrato et al. 2017","quadrato_1","GSE86153","GSM2295945","cerebral","undirected","Lancaster and Knoblich 2014","Age","month_6","Normal","11a","scDROP-seq","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/quadrato_2017_GSM2295945_6month_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/quadrato_2017_GSM2295945_6month_seurat_processed.Rdata",66889,66784,0,0,1289.92354456157,1102,2213.6778291143,2178.84797062943,0.984050813124234,0.778380855478145,0.881669956829335,0.919984207108587,0.788324102150785,0.850910789952793,0.593892865529967,0.752342098124705,0.909777217046239,0.874514747474747,0.626426383858128,0.970388315954065,0.91133048875097,0.864802091101785,0.0131578947368421,0,14697.8970489146,6963.51732121484,0.0202020202020202,0,4341.88274623211,2651.98205346005,0.0253164556962025,0,5065.08645880356,1980.96809970179,0,0,5197.86189315022,3049.66501881039,0.0120481927710843,0,3681.67391345228,1370.50000613476,0.0266666666666667,0,11294.1405948105,7160.96969601911,0.0404040404040404,0,9698.28603373981,1503.61121368939,"Normal",0.726623892880601
"","Quadrato et al. 2017","quadrato_2","GSE86153","GSM2295946","cerebral","undirected","Lancaster and Knoblich 2014","Age","month_3","Normal","11a","scDROP-seq","Default Seurat log normalization  ","Default Seurat log normalization  ","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/quadrato_2017_GSM2295946_3month_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/quadrato_2017_GSM2295946_3month_seurat_processed.Rdata",15402,15393,0,0,1251.81946339245,1070,2249.96644436908,2189.7809984944,0.984637398197744,0.780728247322769,0.864333894696139,0.880155333542084,0.68597808508916,0.779959463160778,0.5032599424571,0.633500341621471,0.887473850500345,0.761165575757576,0.716814076762673,0.962778113644576,0.85686093871218,0.740143044934074,0.0131578947368421,0,3188.04153072212,1218.88458961604,0.0202020202020202,0,1292.53103027336,841.852219851323,0.0506329113924051,0,1008.16989872735,463.910726971467,0.0108695652173913,0,1140.56357669987,562.719512082471,0.0963855421686747,0,1136.5046368366,312.672292909784,0.08,0,1956.67046096201,896.244242659195,0.303030303030303,0,2854.91512408767,882.11236531313,"Normal",0.68989963475655
"","Revah et al. 2022","revah_1","GSE190815","GSM5732392","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_276","Transplanted","8119-1","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732392_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732392_seurat_processed.Rdata",8585,8476,0.656372090232157,0.505545199405147,3098.56359131666,2982,6491.73489853705,5529.5,0.984444815499966,0.587993986898193,0.781065993624886,0.769521637206917,0.618988351297791,0.806830328515959,0.47272719949263,0.615677940474629,0.713401483781919,0.917081212121212,0.590865796505678,0.981928404966122,0.871789500905094,0.520274341884943,0.0131578947368421,0,3299.92,1198,0,0,268,165,0.0506329113924051,0.0133333333333333,1667.17333333333,245,0.0108695652173913,0,12597.5714285714,3401,0.108433734939759,0.0540540540540541,7659.94594594595,665,0,0,4088.25333333333,1585,0.121212121212121,0.0344827586206897,1053.01149425287,249,"Treated",0.576369827906869
"","Revah et al. 2022","revah_2","GSE190815","GSM5732393","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_224","Transplanted","2242-1","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732393_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732393_seurat_processed.Rdata",5888,5785,0.596432695446339,0.400721298337007,3423.7422644771,3414,7761.97925669836,6957,0.951390750269381,0.609123603260095,0.753578179098478,0.769597344314454,0.60258492522946,0.81288153124849,0.477124036537251,0.62122592107556,0.727372595324362,0.927172525252525,0.517226961810154,0.979439558440578,0.857981639513835,0.534021835754761,0.0131578947368421,0.0133333333333333,2834.74666666667,912,0,0,186.525252525253,111,0.0506329113924051,0.0666666666666667,1295.46666666667,230,0.0108695652173913,0.021978021978022,9532.46153846154,2132,0.108433734939759,0.0405405405405405,7065.21621621622,577.5,0,0,3571.89333333333,1048,0.121212121212121,0.0229885057471264,913.689655172414,219,"Treated",0.575280464916011
"","Revah et al. 2022","revah_3","GSE190815","GSM5732394","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_236","Normal","1208-2","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732394_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM5732394_seurat_processed.Rdata",11350,11228,1.26751610519063,1.03198840847207,2667.3894727467,2499,4786.75374064838,4141,0.998369113338421,0.698167435639681,0.855236764515087,0.840359401236112,0.70909341848034,0.845801762611372,0.474808772143104,0.726232157688399,0.850362858005521,0.913159757575758,0.583020296710224,0.984036765892016,0.909924359968968,0.658338150692891,0,0,4189.75,2443.5,0,0,635.232323232323,502,0,0.0126582278481013,2131.69620253165,608,0,0,4194.20652173913,1687,0.0120481927710843,0,5415.84146341463,830,0,0,6570.66666666667,2298,0.111111111111111,0,2027.80681818182,504.5,"Normal",0.679581239464693
"","Revah et al. 2022","revah_4","GSE190815","GSM6225773","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_227","Transplanted","2242-1","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225773_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225773_seurat_processed.Rdata",7027,6912,1.80816674887097,1.42958090432191,3300.76736111111,3186.5,7278.69849537037,6277.5,0.982519379106938,0.577655679560654,0.777981084532589,0.758418987615767,0.59734137866173,0.807287511882321,0.497096588193306,0.633645253796909,0.7863483436853,0.926376080808081,0.507809129105381,0.984935025709745,0.870534975433152,0.604453348591983,0.0131578947368421,0,2793.90666666667,1087,0,0,246.171717171717,151,0.0506329113924051,0.0133333333333333,1437.84,311,0.0108695652173913,0.010989010989011,12823.4065934066,3047,0.108433734939759,0.0135135135135135,7997.5945945946,571,0,0,4023.64,1346,0.121212121212121,0.0229885057471264,1102.45977011494,197,"Treated",0.573229199721759
"","Revah et al. 2022","revah_5","GSE190815","GSM6225774","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_257","Normal","8119-1","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225774_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225774_seurat_processed.Rdata",10951,10919,1.19314052554401,0.99535500995355,1699.52697133437,1551,2490.67268064841,2147,0.953537306459149,0.660817128407378,0.703243205771692,0.787701272677983,0.676262253324769,0.726265551742472,0.475848093775495,0.688827450916989,0.867080206176674,0.83620395959596,0.53155545939601,0.99341848169575,0.889269459529351,0.615100080951253,0,0,2567.56578947368,1345.5,0,0,351.10101010101,243,0,0.0632911392405063,780.341772151899,138,0,0.0434782608695652,1333.15217391304,368,0.0120481927710843,0.0365853658536585,1971.65853658537,287.5,0,0.0133333333333333,4039.82666666667,1530,0.111111111111111,0.0227272727272727,1196.88636363636,186.5,"Normal",0.620511802112864
"","Revah et al. 2022","revah_6","GSE190815","GSM6225775","cortical","directed cortical","Paşca et al. 2015","Age/Condition","day_227","Normal","2242-1","snRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225775_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/revah_2022_GSM6225775_seurat_processed.Rdata",11642,11627,1.20323247803122,0.89567966280295,2104.08136234626,1987,3332.8355551733,2956,0.961425141257419,0.698462002984525,0.783711055455353,0.792566203002225,0.673945586590162,0.749993104226078,0.472986303657192,0.668231658280324,0.854683995427881,0.87973204040404,0.628670797382305,0.993623433990406,0.950958753555728,0.562808071982384,0,0,3560.25,1848,0,0,492.808080808081,336,0,0.0253164556962025,1006.79746835443,300,0,0.0108695652173913,3245.48913043478,1269,0.0120481927710843,0.0487804878048781,2546.0487804878,387,0,0.0133333333333333,4345.25333333333,1418,0.111111111111111,0.0227272727272727,1261.06818181818,295,"Normal",0.626543692732234
"","Shi et al. 2020","shi_1","GSE131094","Organoid d100 rep 1","cerebral","undirected","Authors developed the protocol","Vascularization/Age","day_100","Normal","H9","scRNA-seq 10X","Default Seurat log normalization and UMI regression","Default Seurat log normalization and UMI regression","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/shi_2020_h9_d100_rep1_seurat_processed.Rdata",4307,4278,-0.895185109394386,0.258095651105875,2500.94062646096,2458,186.756996943719,232.541866391551,0.999457721885099,0.794265680227553,0.976027274854932,0.875673588359284,0.664680259051577,0.854639180240708,0.533785630484359,0.5309255756217,0.863870557280883,0.852584727272727,0.744335187305945,0.951119858357371,0.955984613395397,0.670442839148242,0,0,239.484449998266,170.91288524471,0,0,353.276752318056,360.250676916446,0,0,280.316292648756,-43.2885894678433,0,0,550.38791304111,309.495196134296,0,0,-341.901954113353,-270.824316027261,0,0,-425.691874020638,-389.097631995354,0.171717171717172,0,-191.548746116178,-91.2902369196622,"Normal",0.718027110137876
